,tuple1,tuple2
301,i donbt like to peel prawns i also dont like going shopping running out of money and crawling round the car looking for more,it is u have dissappointed me that past few days
302,i donbt like to peel prawns i also dont like going shopping running out of money and crawling round the car looking for more,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now
303,i donbt like to peel prawns i also dont like going shopping running out of money and crawling round the car looking for more,i lost all my friends im alone and sleepyi wanna go home
304,i donbt like to peel prawns i also dont like going shopping running out of money and crawling round the car looking for more,I still smell of smoke kitchenfire
305,i donbt like to peel prawns i also dont like going shopping running out of money and crawling round the car looking for more,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD
306,i donbt like to peel prawns i also dont like going shopping running out of money and crawling round the car looking for more,My sources say no
307,i donbt like to peel prawns i also dont like going shopping running out of money and crawling round the car looking for more,I am sooo tired
308,which case I got a new one last week and Im not thrilled at all with mine,Then you should check out httptwittersuckscom and connect with other tweeple who hate twitter
309,which case I got a new one last week and Im not thrilled at all with mine,it is u have dissappointed me that past few days
310,which case I got a new one last week and Im not thrilled at all with mine,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now
311,which case I got a new one last week and Im not thrilled at all with mine,i lost all my friends im alone and sleepyi wanna go home
312,which case I got a new one last week and Im not thrilled at all with mine,I still smell of smoke kitchenfire
313,which case I got a new one last week and Im not thrilled at all with mine,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD
314,which case I got a new one last week and Im not thrilled at all with mine,My sources say no
315,Im sorry,hm Both of us I guess
316,Im sorry,Id rather do the early runbut I am a morning runner
317,Im sorry,will be back later httpplurkcomprp3k7
318,Im sorry,Aw Torn ace of hearts Hunchback
319,Im sorry,what fun are you speaking of
320,Im sorry,I give in to easily
321,Im sorry,mannnn got an iphone im jealous httpbitlyNgnaR
322,Im sorry,Is at a photoshoot
323,Im sorry,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing
324,Im sorry,Chilliin
325,Im sorry,If you know such agent do let me know
326,Im sorry,a celticslakers rematch sounds better dont you think lol
327,Im sorry,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc
328,Im sorry,you can ride one you can catch one but its not summer til you pop open one
329,Im sorry,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight
330,Im sorry,Hey you change your twitter account and you didnt even tell me
331,On the way to Malaysiano internet access to Twit,also bored at school its my third freelesson freistunde
332,On the way to Malaysiano internet access to Twit,hm Both of us I guess
333,On the way to Malaysiano internet access to Twit,Id rather do the early runbut I am a morning runner
334,On the way to Malaysiano internet access to Twit,will be back later httpplurkcomprp3k7
335,On the way to Malaysiano internet access to Twit,Aw Torn ace of hearts Hunchback
336,On the way to Malaysiano internet access to Twit,what fun are you speaking of
337,On the way to Malaysiano internet access to Twit,I give in to easily
338,On the way to Malaysiano internet access to Twit,mannnn got an iphone im jealous httpbitlyNgnaR
339,On the way to Malaysiano internet access to Twit,Is at a photoshoot
340,On the way to Malaysiano internet access to Twit,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing
341,On the way to Malaysiano internet access to Twit,Chilliin
342,On the way to Malaysiano internet access to Twit,If you know such agent do let me know
343,On the way to Malaysiano internet access to Twit,a celticslakers rematch sounds better dont you think lol
344,On the way to Malaysiano internet access to Twit,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc
345,On the way to Malaysiano internet access to Twit,you can ride one you can catch one but its not summer til you pop open one
346,On the way to Malaysiano internet access to Twit,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight
347,On the way to Malaysiano internet access to Twit,Hey you change your twitter account and you didnt even tell me
348,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,also bored at school its my third freelesson freistunde
349,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,hm Both of us I guess
350,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,Id rather do the early runbut I am a morning runner
351,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,will be back later httpplurkcomprp3k7
352,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,Aw Torn ace of hearts Hunchback
353,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,what fun are you speaking of
354,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,I give in to easily
355,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,mannnn got an iphone im jealous httpbitlyNgnaR
356,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,Is at a photoshoot
357,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing
358,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,Chilliin
359,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,If you know such agent do let me know
360,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,a celticslakers rematch sounds better dont you think lol
361,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc
362,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,you can ride one you can catch one but its not summer til you pop open one
363,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight
364,Ahhh I slept through the game Im gonna try my best to watch tomorrow though I hope we play Army,Hey you change your twitter account and you didnt even tell me
365,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,also bored at school its my third freelesson freistunde
366,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,hm Both of us I guess
367,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,Id rather do the early runbut I am a morning runner
368,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,will be back later httpplurkcomprp3k7
369,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,Aw Torn ace of hearts Hunchback
370,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,what fun are you speaking of
371,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,I give in to easily
372,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,mannnn got an iphone im jealous httpbitlyNgnaR
373,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,Is at a photoshoot
374,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing
375,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,Chilliin
376,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,If you know such agent do let me know
377,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,a celticslakers rematch sounds better dont you think lol
378,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc
379,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,you can ride one you can catch one but its not summer til you pop open one
380,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight
381,Thats it its the end Tears for Fears vs Eric Prydz DJ Hero httpbitly2Hpbg4,Hey you change your twitter account and you didnt even tell me
382,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,also bored at school its my third freelesson freistunde
383,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,hm Both of us I guess
384,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,Id rather do the early runbut I am a morning runner
385,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,will be back later httpplurkcomprp3k7
386,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,Aw Torn ace of hearts Hunchback
387,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,what fun are you speaking of
388,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,I give in to easily
389,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,mannnn got an iphone im jealous httpbitlyNgnaR
390,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,Is at a photoshoot
391,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing
392,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,Chilliin
393,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,If you know such agent do let me know
394,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,a celticslakers rematch sounds better dont you think lol
395,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc
396,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,you can ride one you can catch one but its not summer til you pop open one
397,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight
398,Born and raised in NYC and living in Texas for the past 10 years I still miss NY,Hey you change your twitter account and you didnt even tell me
399,MAYDAY,also bored at school its my third freelesson freistunde
400,MAYDAY,hm Both of us I guess
401,MAYDAY,Id rather do the early runbut I am a morning runner
402,MAYDAY,will be back later httpplurkcomprp3k7
403,MAYDAY,Aw Torn ace of hearts Hunchback
404,MAYDAY,what fun are you speaking of
405,MAYDAY,I give in to easily
406,MAYDAY,mannnn got an iphone im jealous httpbitlyNgnaR
407,MAYDAY,Is at a photoshoot
408,MAYDAY,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing
409,MAYDAY,Chilliin
410,MAYDAY,If you know such agent do let me know
411,MAYDAY,a celticslakers rematch sounds better dont you think lol
412,MAYDAY,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc
413,MAYDAY,you can ride one you can catch one but its not summer til you pop open one
414,MAYDAY,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight
415,MAYDAY,Hey you change your twitter account and you didnt even tell me
416,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,also bored at school its my third freelesson freistunde
417,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,hm Both of us I guess
418,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,Id rather do the early runbut I am a morning runner
419,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,will be back later httpplurkcomprp3k7
420,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,Aw Torn ace of hearts Hunchback
421,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,what fun are you speaking of
422,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,I give in to easily
423,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,mannnn got an iphone im jealous httpbitlyNgnaR
424,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,Is at a photoshoot
425,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing
426,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,Chilliin
427,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,If you know such agent do let me know
428,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,a celticslakers rematch sounds better dont you think lol
429,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc
430,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,you can ride one you can catch one but its not summer til you pop open one
431,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight
432,The girl in the hair salon asked me Shall I trim your eyebrows How old do I feel,Hey you change your twitter account and you didnt even tell me
433,visiting my friendster and facebook,also bored at school its my third freelesson freistunde
434,visiting my friendster and facebook,hm Both of us I guess
435,visiting my friendster and facebook,Id rather do the early runbut I am a morning runner
436,visiting my friendster and facebook,will be back later httpplurkcomprp3k7
437,visiting my friendster and facebook,Aw Torn ace of hearts Hunchback
438,visiting my friendster and facebook,what fun are you speaking of
439,visiting my friendster and facebook,I give in to easily
440,visiting my friendster and facebook,mannnn got an iphone im jealous httpbitlyNgnaR
441,visiting my friendster and facebook,Is at a photoshoot
442,visiting my friendster and facebook,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing
443,visiting my friendster and facebook,Chilliin
444,visiting my friendster and facebook,If you know such agent do let me know
445,visiting my friendster and facebook,a celticslakers rematch sounds better dont you think lol
446,visiting my friendster and facebook,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc
447,visiting my friendster and facebook,you can ride one you can catch one but its not summer til you pop open one
448,visiting my friendster and facebook,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight
449,visiting my friendster and facebook,Hey you change your twitter account and you didnt even tell me
