text1,text2,aspect1,aspect2,sentiment1,sentiment2,joins
I like the smaller portion size for dinner.,Not to mention that the busboy spilled 2 glasses of water on my back and the Manager was NOWHERE TO BE SEEN.,miscellaneous,staff,negative,negative,False
I like the smaller portion size for dinner.,"Smiling servers quiz diners with movie trivia, but forget to fill their water glasses.",miscellaneous,staff,negative,positive,False
I like the smaller portion size for dinner.,"The waiter was miffed when we decided to order dessert (and I must say we were eating the courses as they arrived, no lingering).",miscellaneous,staff,negative,negative,False
I like the smaller portion size for dinner.,"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",miscellaneous,service,negative,negative,False
I like the smaller portion size for dinner.,"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",miscellaneous,ambience,negative,negative,False
I like the smaller portion size for dinner.,"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",miscellaneous,food,negative,positive,False
I like the smaller portion size for dinner.,Chef Anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table.,miscellaneous,staff,negative,positive,False
I like the smaller portion size for dinner.,"The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",miscellaneous,food,negative,positive,False
I like the smaller portion size for dinner.,"Had an after-work drink at the bar with a date, loved the place so much we came back for brunch the next morning.",miscellaneous,place,negative,positive,False
I like the smaller portion size for dinner.,The food was served promptly and was really hot.,miscellaneous,food,negative,positive,False
I like the smaller portion size for dinner.,"The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",miscellaneous,place,negative,positive,False
I like the smaller portion size for dinner.,"The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",miscellaneous,staff,negative,positive,False
I like the smaller portion size for dinner.,I had been to Blue Fin previously for drinks and appetizers and thought the atmosphere was very good (expecially for people watching).,miscellaneous,ambience,negative,positive,False
I like the smaller portion size for dinner.,"The bar downstairs is a lot of fun, so if you get stuck waiting, just have drink.",miscellaneous,service,negative,negative,False
I like the smaller portion size for dinner.,"The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.",miscellaneous,ambience,negative,positive,False
I like the smaller portion size for dinner.,"The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.",miscellaneous,place,negative,negative,False
I like the smaller portion size for dinner.,We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.,miscellaneous,service,negative,negative,False
I like the smaller portion size for dinner.,"Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.",miscellaneous,staff,negative,positive,False
I like the smaller portion size for dinner.,"Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.",miscellaneous,food,negative,negative,False
I like the smaller portion size for dinner.,Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).,miscellaneous,food,negative,negative,False
I like the smaller portion size for dinner.,"My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service.",miscellaneous,service,negative,negative,False
I like the smaller portion size for dinner.,Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).,miscellaneous,staff,negative,negative,False
I like the smaller portion size for dinner.,Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.,miscellaneous,service,negative,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",The waiter was just throwing our dishes on the table without even clearing the appetizer plates and then they started clearing the food when we weren't even finished yet.,price,staff,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Before we can even order desert, the waitress comes and tells us we have to leave because the host wanted our table.",price,staff,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",the tables are in the back and the ambience was less to be desired.,price,ambience,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","While service is still ok, the food has been not up to par on my last few visits.",price,service,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","While service is still ok, the food has been not up to par on my last few visits.",price,food,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","After the wine experience, I actually expected worse than what was served.",price,service,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",I dined in the Main Dining Room which is surrounded by authentic Spanish decorations.,price,ambience,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Our server did not check on us, ask if we needed anything, refill our water or get our dessert order right.",price,staff,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","On ouor visit, our reservation was ignored and then we were asked to move from our seats at the bar, where we were told to wait, because we were not drinking enough.",price,miscellaneous,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The food at Cafe Asean is to die for, and the prices are unmatchable.",price,food,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The food at Cafe Asean is to die for, and the prices are unmatchable.",price,price,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.",price,miscellaneous,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.",price,place,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",It also has great ice cream and spumoni ices.,price,food,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",price,food,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",price,miscellaneous,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",price,service,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",The ONLY negative was when we asked the waiter to secretly bring birthday cake and some other desserts for the table.,price,staff,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Sometimes, the take-out and seating lines can be long, but the staff help move things along.",price,staff,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","I went to Sushiden on a Friday night around 8:00, the place was pretty empty, we had reservations, but we didnt need them.",price,place,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,price,ambience,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,price,miscellaneous,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","A+  was planning a party for my staff, and was treated rudely by another restaurant when trying to add more people to reservation (a simple no would have worked).",price,staff,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The Food Regulars swear by the tamales, which are spongy, well-seasoned and pulled from steaming crocks on the counter.",price,food,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere.",price,service,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",price,food,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",price,staff,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",Not to mention that the busboy spilled 2 glasses of water on my back and the Manager was NOWHERE TO BE SEEN.,price,staff,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Smiling servers quiz diners with movie trivia, but forget to fill their water glasses.",price,staff,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The waiter was miffed when we decided to order dessert (and I must say we were eating the courses as they arrived, no lingering).",price,staff,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",price,service,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",price,ambience,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",price,food,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",Chef Anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table.,price,staff,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",price,food,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Had an after-work drink at the bar with a date, loved the place so much we came back for brunch the next morning.",price,place,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",The food was served promptly and was really hot.,price,food,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",price,place,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",price,staff,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",I had been to Blue Fin previously for drinks and appetizers and thought the atmosphere was very good (expecially for people watching).,price,ambience,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The bar downstairs is a lot of fun, so if you get stuck waiting, just have drink.",price,service,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.",price,ambience,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.",price,place,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.,price,service,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.",price,staff,positive,positive,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.",price,food,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).,price,food,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.","My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service.",price,service,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).,price,staff,positive,negative,False
"The bill was surprisingly inexpensive considering we each had appetizers, an entree, dessert and drinks (alcoholic and non) we also had 3 rounds of shots for the entire table.",Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.,price,service,positive,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.",The waiter was just throwing our dishes on the table without even clearing the appetizer plates and then they started clearing the food when we weren't even finished yet.,miscellaneous,staff,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Before we can even order desert, the waitress comes and tells us we have to leave because the host wanted our table.",miscellaneous,staff,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.",the tables are in the back and the ambience was less to be desired.,miscellaneous,ambience,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","While service is still ok, the food has been not up to par on my last few visits.",miscellaneous,service,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","While service is still ok, the food has been not up to par on my last few visits.",miscellaneous,food,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","After the wine experience, I actually expected worse than what was served.",miscellaneous,service,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.",I dined in the Main Dining Room which is surrounded by authentic Spanish decorations.,miscellaneous,ambience,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Our server did not check on us, ask if we needed anything, refill our water or get our dessert order right.",miscellaneous,staff,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","On ouor visit, our reservation was ignored and then we were asked to move from our seats at the bar, where we were told to wait, because we were not drinking enough.",miscellaneous,miscellaneous,negative,negative,True
") other food is served in too-small portions, but at least it leaves room for dessert.","The food at Cafe Asean is to die for, and the prices are unmatchable.",miscellaneous,food,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The food at Cafe Asean is to die for, and the prices are unmatchable.",miscellaneous,price,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.",miscellaneous,miscellaneous,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.",miscellaneous,place,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.",It also has great ice cream and spumoni ices.,miscellaneous,food,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",miscellaneous,food,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",miscellaneous,miscellaneous,negative,negative,True
") other food is served in too-small portions, but at least it leaves room for dessert.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",miscellaneous,service,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.",The ONLY negative was when we asked the waiter to secretly bring birthday cake and some other desserts for the table.,miscellaneous,staff,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Sometimes, the take-out and seating lines can be long, but the staff help move things along.",miscellaneous,staff,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","I went to Sushiden on a Friday night around 8:00, the place was pretty empty, we had reservations, but we didnt need them.",miscellaneous,place,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.",THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,miscellaneous,ambience,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.",THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,miscellaneous,miscellaneous,negative,negative,True
") other food is served in too-small portions, but at least it leaves room for dessert.","A+  was planning a party for my staff, and was treated rudely by another restaurant when trying to add more people to reservation (a simple no would have worked).",miscellaneous,staff,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The Food Regulars swear by the tamales, which are spongy, well-seasoned and pulled from steaming crocks on the counter.",miscellaneous,food,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere.",miscellaneous,service,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",miscellaneous,food,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",miscellaneous,staff,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.",Not to mention that the busboy spilled 2 glasses of water on my back and the Manager was NOWHERE TO BE SEEN.,miscellaneous,staff,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Smiling servers quiz diners with movie trivia, but forget to fill their water glasses.",miscellaneous,staff,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The waiter was miffed when we decided to order dessert (and I must say we were eating the courses as they arrived, no lingering).",miscellaneous,staff,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",miscellaneous,service,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",miscellaneous,ambience,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",miscellaneous,food,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.",Chef Anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table.,miscellaneous,staff,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",miscellaneous,food,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Had an after-work drink at the bar with a date, loved the place so much we came back for brunch the next morning.",miscellaneous,place,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.",The food was served promptly and was really hot.,miscellaneous,food,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",miscellaneous,place,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",miscellaneous,staff,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.",I had been to Blue Fin previously for drinks and appetizers and thought the atmosphere was very good (expecially for people watching).,miscellaneous,ambience,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The bar downstairs is a lot of fun, so if you get stuck waiting, just have drink.",miscellaneous,service,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.",miscellaneous,ambience,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.",miscellaneous,place,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.",We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.,miscellaneous,service,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.",miscellaneous,staff,negative,positive,False
") other food is served in too-small portions, but at least it leaves room for dessert.","Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.",miscellaneous,food,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).,miscellaneous,food,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.","My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service.",miscellaneous,service,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.",Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).,miscellaneous,staff,negative,negative,False
") other food is served in too-small portions, but at least it leaves room for dessert.",Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.,miscellaneous,service,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.",The waiter was just throwing our dishes on the table without even clearing the appetizer plates and then they started clearing the food when we weren't even finished yet.,staff,staff,negative,negative,True
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","Before we can even order desert, the waitress comes and tells us we have to leave because the host wanted our table.",staff,staff,negative,negative,True
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.",the tables are in the back and the ambience was less to be desired.,staff,ambience,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","While service is still ok, the food has been not up to par on my last few visits.",staff,service,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","While service is still ok, the food has been not up to par on my last few visits.",staff,food,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","After the wine experience, I actually expected worse than what was served.",staff,service,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.",I dined in the Main Dining Room which is surrounded by authentic Spanish decorations.,staff,ambience,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","Our server did not check on us, ask if we needed anything, refill our water or get our dessert order right.",staff,staff,negative,negative,True
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","On ouor visit, our reservation was ignored and then we were asked to move from our seats at the bar, where we were told to wait, because we were not drinking enough.",staff,miscellaneous,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","The food at Cafe Asean is to die for, and the prices are unmatchable.",staff,food,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","The food at Cafe Asean is to die for, and the prices are unmatchable.",staff,price,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.",staff,miscellaneous,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.",staff,place,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.",It also has great ice cream and spumoni ices.,staff,food,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",staff,food,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",staff,miscellaneous,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.",staff,service,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.",The ONLY negative was when we asked the waiter to secretly bring birthday cake and some other desserts for the table.,staff,staff,negative,negative,True
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","Sometimes, the take-out and seating lines can be long, but the staff help move things along.",staff,staff,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","I went to Sushiden on a Friday night around 8:00, the place was pretty empty, we had reservations, but we didnt need them.",staff,place,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.",THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,staff,ambience,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.",THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.,staff,miscellaneous,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","A+  was planning a party for my staff, and was treated rudely by another restaurant when trying to add more people to reservation (a simple no would have worked).",staff,staff,negative,negative,True
