text1,text2,joins
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","I'm a big fan of the TV series Largo Winch. This movie was pain for me. I had to use fast forward not to fell to sleep. It was boring! How can somebody ruin this title so much? The story was the only good thing. Actors were sh.t. They can't live the role. The main actor(Tom... ) is a null. Watch the other roles of this actor. The fighting scenes were unbelievable boring and not to followable,somehow they ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Everyone has already commented on the cinematography (good to great), the personalities (larger than life), the structure (chronological, with many references to surf culture through time). What is missed is a bigger question of sociological importance: chucking mainstream American culture for something more fulfilling and rewarding.<br /><br />I was a surfer in the 1970s. We used to watch 16mm films at the local high schools in SoCal. I remember the great feeling of surfing ...",True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","I was searching through Hollywood video last night with a friend trying to find a good-looking horror movie to watch over the New Year's weekend. As I was looking through the shelves, ""Severed"" spotted my eye, and I grabbed it off the shelf and it looked like it might be a decent B-grade horror movie. The cover looked fairly good. The plot sounded semi-interesting. So I rented it. What a mistake. Don't be fooled by the cover, which actually looks decent ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","As the story in my family goes, my dad, Milton Raskin, played the piano for the Dorsey band. After Sinatra joined the band, my dad practiced with him for hours on end. Then, at a point in time, my dad told Sinatra that he was actually to good to be tied up with such a small group (band), and that he should venture off on his own. By that time Sinatra had enough credits 'under his belt' to do just that! Dorsey ...",True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","A truly disturbed, cannibalistic psychopath, John(Gary Kent, under the pseudonym Michael Brody) who lives in a cave, stalks campers who make the unfortunate mistake of backpacking in his wilderness. Steve(Dean Russell)and his buddy Charlie(John Batis)get into a playful argument with their wives, Sharon(Tomi Barrett, the late real-life wife of Gary Kent))& Teddi(Ann Wilkinson)over surviving in the woods camping by themselves. To prove a ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","This was a wonderful little American propaganda film that is both highly creative AND openly discusses the Nazi atrocities before the entire extent of the death camps were revealed. While late 1944 and into 1945 would reveal just how evil and horrific they were, this film, unlike other Hollywood films to date, is the most brutally honest film of the era I have seen regarding Nazi atrocities.<br /><br />The film begins in a courtroom in the future--after the war is over (the film was made ...",True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","At your video store, you might find this gem.<br /><br />The human condition in modern times LA. No exaggerated drama, just a collapsing of events that might happen to any group of individuals over time.<br /><br />Helps you understand the joys and desperation of urban life.<br /><br />The direction and cutting are top class. Cinematography and music very much follows the mood and situation. And the CAST!!! <br /><br />Excellent casting and excellent acting. No ...",True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","** HERE BE SPOILERS ** <br /><br />Recap: Mia (Helin) is returning home from capital Stockholm to rural Rättvik to celebrate her fathers 70th birthday. She is by far the youngest child, and has two sisters Eivor (Ernst) and Gunilla (Petrén). Eivor has a family and still lives in Rättvik and Gunilla has divorced and moved a town away. Mia is still single and is focused on her career ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","I had to watch this in school. And to sum it up...<br /><br />Talentless actors, talentless script, and a talentless director.<br /><br />This movie is such a waste of your time. Don't even watch the movie. Don't bother. You will be so disappointed. My teacher said it was supposed to be good. How wrong she was. She even slept through it a little. The movie's actors were just bad. The best actor in ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Otherwise it is one of the worst movies I've ever seen - and I mean ever. My wife and I were both bored out of our minds within 10 minutes. Not to mention being boring, it is entirely unbelievable. Women (non-lesbian) don't bathe together - nor do they ""accidentally"" kiss. Brothers and sisters don't live together well into their 30s and run around swing dancing together and engaging in footraces in central park. Men don't find ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...",My brother brought this movie home from the rental store and I remember expecting it to be such a bore. I think the title especially put me off. I can't ever remember starting a movie with such low expectations and being so completely won over. I watched the movie twice before I let my brother take it back to the store. It is very infrequent that a movie speaks to me the way this one did. I was completely caught up in Ruby's situation as she tries to make her way through ...,True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...",We have high expectations with this one... because its Zombi 3 the official sequel to Zombi 2 and directed by Lucio Fulci... however... its co-directed by Bruno Mattei (from Night of the Zombies) and not written by Dardino Sachetti but by Claudio Fagrasso (Night of the Zombies) and its shot in the Phillimines like Night of the Zombies and resembles Night of the Zombies (Hell of the Living ...,True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","I just saw this at the Venice Film Festival, and can't quite decide about it. We were never allowed to get close enough to any of the characters to care about them. Maybe that was the point, that we are all in a ""bubble"" of our own, but these people didn't compel me to be concerned about them or shocked at their various fates. At a running time of just over an hour, the characters weren't very well developed. Lots of time was devoted to shots ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Dick Tracy is easily the best comic book based movie made to date. The movie has the same feel as the comic book, staying true to the color scheme. The Batman series has climbed, fallen, climbed and fallen again. Dick Tracy has true staying power as something that both adults and children can enjoy. The good guys triumph over evil, without blood and gore to get the point across. Al Pacino does a wonderful job of his own adaptation of Big Boy Caprice and Madonna is memorable as Breath ...",True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","I've seen this film several times in a variety of short-film festivals and it always causes me the impression that i have seen a movie trailer! <br /><br />For a school-film is very well produced and directed, but the story... well it needed something else to be a bigger and interesting film. The character named Tim Watcher needed some in-dept approach. This is something that lacks in some Portuguese short films - the script is always superficial.<br /><br />But still ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","As a young black/latina woman I am always searching for movies that represent the experiences and lives of people like me. Of course when I saw this movie at the video store I thought I would enjoy it; unfortunately, I didn't. Although the topics presented in the film are interesting and relevant, the story was simply not properly developed. The movie just kept dragging on and on and many of the characters that appear on screen just come and go without much to contribute to the overall film. Had ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","The word 'classic' is thrown around too loosely nowadays, but this movie well deserves the appelation. The combination of Neil Simon, Walter Matthau (possibly the world's best living comic actor), and the late lamented George Burns make for a comic masterpiece. It is interesting to contemplate what the movie would have been like had not death prevented Jack Benny from playing George Burns' part, as had been planned. As it is, the reunion scene in Matthau's apartment is not likely to be ...",True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Someone had a great idea: let's have Misty Mundae do her own, R-rated version of Lara Croft - firing two guns not only in skimpy outfits, but topless as well. It WAS indeed a great idea. The problem is that the people who had it couldn't come up with any sort of script or budget to support it. Therefore, we get a ""film"" that barely reaches medium length by replaying many of its parts (often in slow-motion), and was ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","It's obvious that the people who made 'Dead At The Box Office' love B-movie horror. Overt references to the genre are peppered throughout, from stock characters (the authority figure who doesn't believe the monstrous invasion is really happening) to Kevin Smith style discussions to reenacting Duane Jones' last moments from 'Night of the Living Dead' not once but twice.<br /><br />Unfortunately it takes more than love to make a good movie.<br /><br />The staging ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","The good news is a movie was made, drawing on a supposed Aztec myth and featuring an unusually Aztec-American (is such a word exists) cast. The bad news is, it was dead at birth.<br /><br />If Ed Wood had come out of retirement and coached George Romaro through his classic 'Night of the Living Dead,' this is what we might have come up with. 'The Legend of Diablo' is clearly fodder for any future resurrections of 'Mystery Science ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Please, spare me of these movies that teach us that crime is fun and justified. Couple that with a vacuous script with an intense desire to be a Farrelly or a Coen brother, plus the lives of yet ANOTHER group of supposedly high school age people acting out their Dawson Creek-brand teen angst complete with a GenXYZ soundtrack that woefully tries to make the movie ""feel"" cool and, we have intensely and painfully inept satire.<br /><br />This isn't even water ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","The 1998 Michael Keaton kiddie comedy of the same title was roundly condemned for it's, um, shoddy special effects, but compared to what Screaming Mad George cooked up for this horror comedy they're positively mind-boggling. The killer snowman seems to be made out of styrofoam and his arms look like oversized oven mitts. Which they probably were. The cast lays it on thick in this parody of dozens of other (much worse) movies and ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","A family (mother-Patricia Clarkson, father-Jake Weber, son-Erik Per Sullivan) go out for a family get together in some remote house in the middle of winter. They accidentally hit a deer while driving there. This angers some of the locals--especially Otis (John Speredakos) and things slowly (VERY slowly) go wrong.<br /><br />I was expecting the worst when I started watching this. The bulk of the reviews for this, on this site ...",True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Pam Grier stars as Coffy. She's a nurse who seeks revenge, on the drug dealers who got her sister hooked on bad heroine. Like any 70s Blaxploitation flick, you can expect to see the racist bad guys get their just desserts. <br /><br />There were scores of these films made during the 70s, and they were really demeaning to both black and white audiences alike. This is mainly due to the vicious racial hostility in these films ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Strained comedy, a sketch-like revue which was initially a vehicle to showcase one-time radio star Jack Pearl but is now best remembered as America's introduction to The Three Stooges. Actually, Larry, Curly and Moe are billed alongside comic Ted Healy as Ted Healy and his Three Stooges. Although the supporting cast features Jimmy Durante (who is completely wasted on dim material) and ZaSu Pitts, the only audience for the film these days are Stooges ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","The best Treasure Island ever made. They just don't make films<br /><br />like this anymore, or ever. No one makes films like this. More<br /><br />than a novelty, this film is funny, frank and fascinating, yet moody,<br /><br />mysterious and morose. This is one of my favorite pictures. The<br /><br />director must have had some idea what it is all about, but he<br /><br />certainly leaves room for ...",True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Contrary to my principles, let me first come up with a conclusion, because I have just seen this piece of ""art"", and still am under strong impressions. The reader is asked to excuse my stronger vocabulary.<br /><br />Well, this movie is absolutely horrible, and I would never bother to write a single word about it, if it were not for the fact that ""44 Minutes"" made me sick to death, which rarely happens to me. The fact that I paid for that does ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","... to not live in Montana and especially not to live there at the end of the 19th century.<br /><br />""A river runs through it"" certainly is a well made movie from a cineastic stand-point. Great landscapes, Redford acting well.<br /><br />Unfortunately, the story is bad (if there is a story at all).<br /><br />I felt sorry for the narrator / author, who is as dry, narrow-minded a character as his father, ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Besides the fact that my list of favorite movie makers is: 1)Stanley Kubrick 2)God Allmighty 3)the rest... this movie actually is better than the book (and the TV miniseries though this is an easy feat, considering the director). The flawless filming stile, the acting and (Kubrick's all time number one skill) the music - make it THE masterpiece of horror. I watched the TV miniseries a few years ago and liked ...",True
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","The Western society has been fed ideas about India being a poor country. Movies like these only make those beliefs stronger. Such illustrations make it all the more difficult for Indians to be accepted abroad. Agreed there are poor and homeless in India, but why is there no representation of educated people if not the successful ones.<br /><br />I totally hated the idea of the movie portraying Patrick Swayze as another Mother Teressa. In my opinion this movie has shown India in a very bad light giving ...",False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...",The plot is rocky. The acting is somewhere south of a Jr. High School play. The cinematography is not bad but it looks like it was cut with a machete. I couldn't decide of this was an intentionally hokey flick or if the people behind it actually thought they were making a good film. Think Death Valley Days meets Mayberry RFD. People running around in a 'lawless' modern town wearing quick-draw 6 gun rigs. It has more than its fair share ...,False
"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","In this movie the year 2022 looks much like the seventies. This is amusing at first, but soon the viewer perceives how very different that decadent futuristic world is despite the appearances, how many things that we take for granted could become unavailable.<br /><br />Characters often interact in a peculiar way, with no tact or manners or respect. I believe this is intentional, not bad acting. After all, who witnessed the social changes in the 60s and 70s may ...",True
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","1991 saw the release of the two best sequels of all time: TERMINATOR 2: JUDGMENT DAY and BILL & TED'S BOGUS JOURNEY. Out of the two, I've always liked BILL & TED'S BOGUS JOURNEY a bit better. TERMINATOR 2: JUDGMENT DAY is the better made, but there's just nothing like Bill and Ted. Besides Chris Farley and David Spade in TOMMY BOY, it ...",True
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","In a college dorm a guy is killed by somebody with a scythe. His girlfriend Beth (Dorie Barton) discovers him and tries to commit suicide. She's institutionalized. A year later she's out, has a new boyfriend named Hank (Joseph Lawrence) and is about to spend Spring Break with Hank and four other mindless friends in a BIG, beautiful condo in Florida. Naturally the killer pops up (for no reason) and starts killing again.<br /><br />Lousy slasher ...",False
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","This movie is among my favorite foreign films, some of the others are Amilee and My Life As a Dog. The similarities with those movies as with so many great foreign films, is that it takes a mundane slice of life and transforms it into a profound heartfelt lesson. <br /><br />In Japan, a man who is bored with his mundane life and the rut of his married life, sees a beautiful Japanese woman staring out the window of a dance studio. In the instant that it takes his ...",True
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","House of Games is a wonderful movie at multiple levels. It is a fine mystery and a shocking thriller. It is blessed with marvelous performances by Lindsay Crouse and Joe Montegna, and a strong, strong cast of supporting players, and it introduces Ricky Jay, card sharp extraordinaire, prestidigitator and historian of magic. Its dialogue, written by David Mamet, is spoken as if in a play of manners and gives the movie (in which reality is often in question) ...",True
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","Two sorcerers battle in the fourth dimension,one(Brian Thompson as a Kabal)trying to destroy the Earth,the other(Jeffrey Combs as a Anton Mordrid)trying to save it.""Doctor Mordrid"" is an enjoyable fantasy fare which offers plenty of cheese.The plot is pretty silly and the gore is completely absent,but the film is very short and entertaining.So if you have enough time to kill give this one a look.My rating:7 out of 10.",True
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","If this movie was about a fictional character, the movie could stand on its own and be judged objectively. Unfortunately for the viewer, the movie is based on ""facts"" that are shaded very unfairly toward Ruben Carter. Many of the smaller facts were disregarded (Carter was NOT number one contender at the time of the murders, there is no proof at all that he saved a friend from a child molester in his youth), but some of the larger facts, like apparently being robbed of a ...",False
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","Feroz Abbas Khan's Gandhi My Father, a film that sheds light on the fractured relationship between the Mahatma and his son Harilal Gandhi. For a story that's as dramatic as the one this film attempts to tell, it's a pity the director fails to tell it dramatically. Gandhi My Father is narrated to you like that boring history lesson that put you to sleep at school. Now the film aims to convey one very interesting point - the fact that Gandhi in his attempt to ...",True
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","CQ could have been good, campy fun. But it commits the only unforgivable sin: it is b-o-r-i-n-g! The pace is deadly slow and the plot is fairly confused and so artificial that it's next to impossible to care where it's going. The story would have been acceptable in a creative writing class from a thoughtful and sensitive eighth grader but this video should have carried a warning label: ""CAUTION: Student film. Fit for viewing only by relatives of ...",False
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","Terrible use of scene cuts. All continuity is lost, either by awful scripting or lethargic direction. That villainous robot... musta been a jazz dancer? Also, one of the worst sound tracks I've ever heard (monologues usually drowned out by music.) And... where'd they get their props? That ship looks like a milk carton... I did better special effects on 8mm at the age of 13!<br /><br />I'd recommend any film student ...",False
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","MABEL AT THE WHEEL is one of those movies with a behind-the-scenes story that's more interesting than the movie itself. This was Chaplin's tenth comedy for Keystone during his year of apprenticeship, and his first two-reeler. Here he played one of his last out-and-out villain roles (although the feature-length TILLIE'S PUNCTURED ROMANCE was yet to come), and it also marked one of the last times he would work for a director other than himself. In ...",False
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...","Another in the they don't make em like that category. This story of a family with some real skeletons in its closet still qualifies as good clean, sometimes over-the-top fun. Robert Stack and Dorothy Malone are at their peak as the troubled Hadley siblings, and they really took the roles and ran with them. Malone won an Oscar and Stack was nominated in the supporting categories, both honors being eminently well-deserved. They counterbalance the somewhat bland leads. Neither Bacall nor Hudson could ever ...",True
"This was a great movie with a good cast, all of them hitting on all cylinders. And when Dianne Keaton is at her best, well, it just doesn't get any better than that. But Tom Everett Scott, always underrated, was even better. He should be a star. <br /><br />My only complaint is with one aspect of the screenplay. None of the characters ever acknowledged that the dead daughter wasn't always a good person. And neither was her mother, played by ...",As someone who was born to a German mother and English father (who spent five years in a prisoner of war camp) I come from unique position. One of having to deal with the various Nazis on one side of the family and the victors of WW2 on the other. This miniseries cannot delve into every single part of Hitler's psyche and must give the viewer a general flavor of the situation at the time and as best as one can Hitler's state of mind. In this the series ...,True
